epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
245,2685.52,0.65446,1.62096,0.72705,1.05012,0,0.86316,0.73409,0.81539,0.62682,0.82033,0.72031,0.77844,0.61539,1.00166,2.43762,1.21944,1.48818,0,0.00051688,0.00051688,0.00051688
246,2696.35,0.67973,1.69691,0.74881,1.07376,0,0.86444,0.72156,0.81154,0.63905,0.81149,0.70817,0.77328,0.5969,0.95951,2.47187,1.14581,1.47365,0,0.0005149,0.0005149,0.0005149
247,2707.32,0.65166,1.62769,0.7201,1.04836,0,0.84701,0.73701,0.82578,0.67913,0.81918,0.71915,0.7918,0.62483,0.97374,2.35872,1.10482,1.48461,0,0.00051292,0.00051292,0.00051292
248,2718.23,0.66961,1.67935,0.73588,1.07003,0,0.91221,0.72507,0.8272,0.66503,0.84695,0.73722,0.79126,0.6213,0.98281,2.34116,1.09222,1.49916,0,0.00051094,0.00051094,0.00051094
249,2729.11,0.68838,1.75327,0.78057,1.08141,0,0.90318,0.74247,0.8252,0.67998,0.8686,0.72276,0.78627,0.62536,0.9898,2.4367,1.178,1.47258,0,0.00050896,0.00050896,0.00050896
250,2739.97,0.66933,1.69393,0.74366,1.06304,0,0.83252,0.74998,0.82263,0.66411,0.8668,0.68731,0.77852,0.62784,0.90828,2.45449,1.02944,1.42272,0,0.00050698,0.00050698,0.00050698
251,2750.77,0.67248,1.65041,0.74949,1.06429,0,0.85981,0.7558,0.82522,0.65528,0.83101,0.73636,0.79024,0.62265,0.90124,2.38073,1.03865,1.42677,0,0.000505,0.000505,0.000505
252,2761.68,0.63715,1.59496,0.69576,1.04792,0,0.86224,0.74692,0.84121,0.63343,0.86335,0.71281,0.79464,0.61438,0.94876,2.32739,1.01198,1.47175,0,0.00050302,0.00050302,0.00050302
253,2772.5,0.63942,1.57089,0.69026,1.03956,0,0.90361,0.73784,0.85295,0.64471,0.86494,0.71475,0.80073,0.59466,0.96756,2.31052,1.03386,1.47184,0,0.00050104,0.00050104,0.00050104
254,2783.37,0.63506,1.56332,0.69701,1.0437,0,0.87014,0.76608,0.83931,0.64547,0.83334,0.73613,0.79162,0.58923,0.97023,2.37331,1.04276,1.45169,0,0.00049906,0.00049906,0.00049906
255,2794.31,0.65936,1.61822,0.72487,1.05263,0,0.90388,0.75009,0.83059,0.62429,0.86197,0.7278,0.78042,0.57006,0.92328,2.37471,1.12966,1.41156,0,0.00049708,0.00049708,0.00049708
256,2805.25,0.62131,1.59989,0.6788,1.03521,0,0.92849,0.73979,0.82732,0.63065,0.87966,0.72509,0.78281,0.61381,0.92076,2.4237,1.07212,1.45125,0,0.0004951,0.0004951,0.0004951
257,2816.13,0.63926,1.62802,0.69865,1.05067,0,0.93054,0.74602,0.8314,0.64244,0.89039,0.72466,0.78971,0.62699,0.94823,2.41599,1.01627,1.49997,0,0.00049312,0.00049312,0.00049312
258,2826.96,0.63404,1.57235,0.70121,1.04081,0,0.87041,0.76671,0.82962,0.61666,0.81471,0.75949,0.78665,0.59191,0.96592,2.44433,0.91701,1.52026,0,0.00049114,0.00049114,0.00049114
